"symptom","category","subcategory","question","question_korean","id","source","is_relevant","labeler"
"상세불명의 뇌혈관질환","Review of systems","neurological symptoms","Have you experienced any headaches, numbness, or tingling sensations?","두통, 마비 또는 따끔거림과 같은 감각을 경험한 적이 있습니까?",458,"gpt-4-turbo",NA,NA
"상세불명의 뇌혈관질환","Review of systems","visual disturbances","Have you noticed any changes in your vision, such as blurring or double vision?","시력에 변화가 있었나요, 예를 들어 흐릿하거나 이중으로 보이는 등의?",459,"gpt-4-turbo",NA,NA
"상세불명의 뇌혈관질환","Review of systems","hearing disturbances","Have there been any changes in your hearing or do you hear any unusual sounds like ringing?","청력에 변화가 있었거나 이상한 소리(예: 이명)를 들은 적이 있습니까?",460,"gpt-4-turbo",NA,NA
"상세불명의 뇌혈관질환","Past medical history","neurological conditions","Have you ever been diagnosed with any other neurological conditions?","다른 신경학적 질환 진단을 받은 적이 있습니까?",461,"gpt-4-turbo",NA,NA
"상세불명의 뇌혈관질환","Family medical history","vascular or neurological diseases","Is there a family history of vascular or neurological diseases?","가족 중에 혈관 또는 신경 질환 병력이 있습니까?",462,"gpt-4-turbo",NA,NA
"갑상선의 악성 신생물 C73, papillary carcinoma (cat VI), BRAF(+)","Review of systems","neck","Have you noticed any new lumps or swelling in your neck area?","목 부위에 새로운 혹이나 부종이 발견되었습니까?",463,"gpt-4-turbo",NA,NA
"갑상선의 악성 신생물 C73, papillary carcinoma (cat VI), BRAF(+)","Review of systems","thyroid function","Have you experienced any changes in your voice or difficulty swallowing?","목소리 변화나 삼키기 어려움을 경험했습니까?",464,"gpt-4-turbo",NA,NA
"갑상선의 악성 신생물 C73, papillary carcinoma (cat VI), BRAF(+)","Review of systems","metabolic","Have you noticed any unexpected weight loss or heat intolerance?","예상치 못한 체중 감소나 열에 대한 내성 감소를 느꼈습니까?",465,"gpt-4-turbo",NA,NA
"갑상선의 악성 신생물 C73, papillary carcinoma (cat VI), BRAF(+)","Review of systems","energy levels","Have you been feeling unusually tired or lethargic?","평소보다 피곤하거나 기운이 없다고 느꼈습니까?",466,"gpt-4-turbo",NA,NA
"갑상선의 악성 신생물 C73, papillary carcinoma (cat VI), BRAF(+)","Review of systems","psychological","Have you experienced any recent mood swings or unusual anxiety?","최근 기분 변화나 이상한 불안을 경험했습니까?",467,"gpt-4-turbo",NA,NA
"상세불명의 기관지 또는 폐의 악성 신생물, 오른쪽 C3490 진단명 폐의 진단적 영상상 이상소견, 국제질병 r91 분류기호","Details of the complaint","severity","How would you rate your breathing difficulty on a scale from 1 to 10?","호흡곤란을 1에서 10까지 어느 정도로 평가하시겠습니까?",468,"gpt-4-turbo",NA,NA
"상세불명의 기관지 또는 폐의 악성 신생물, 오른쪽 C3490 진단명 폐의 진단적 영상상 이상소견, 국제질병 r91 분류기호","Details of the complaint","timing","Do you experience breathing difficulties more during the day or night?","낮보다 밤에 호흡곤란을 더 많이 느끼시나요?",469,"gpt-4-turbo",NA,NA
"상세불명의 기관지 또는 폐의 악성 신생물, 오른쪽 C3490 진단명 폐의 진단적 영상상 이상소견, 국제질병 r91 분류기호","Details of the complaint","aggravating factors","Are there specific activities or environments that worsen your breathing problems?","호흡 문제를 악화시키는 특정 활동이나 환경이 있습니까?",470,"gpt-4-turbo",NA,NA
"상세불명의 기관지 또는 폐의 악성 신생물, 오른쪽 C3490 진단명 폐의 진단적 영상상 이상소견, 국제질병 r91 분류기호","Associated symptoms","cough","Have you been experiencing any cough? If yes, is it dry or productive?","기침을 하시나요? 만약 그렇다면, 마른기침인가요 아니면 가래가 동반된 기침인가요?",471,"gpt-4-turbo",NA,NA
"상세불명의 기관지 또는 폐의 악성 신생물, 오른쪽 C3490 진단명 폐의 진단적 영상상 이상소견, 국제질병 r91 분류기호","Associated symptoms","chest pain","Do you have any chest pain or discomfort?","가슴 통증이나 불편함이 있습니까?",472,"gpt-4-turbo",NA,NA
"상세불명의 기관지 또는 폐의 악성 신생물, 오른쪽 C3490 진단명 폐의 진단적 영상상 이상소견, 국제질병 r91 분류기호","Review of systems","weight loss","Have you experienced any unintentional weight loss recently?","최근에 의도하지 않은 체중 감소를 경험하셨나요?",473,"gpt-4-turbo",NA,NA
"상세불명의 기관지 또는 폐의 악성 신생물, 오른쪽 C3490 진단명 폐의 진단적 영상상 이상소견, 국제질병 r91 분류기호","Review of systems","fever","Have you had any episodes of fever?","열이 나신 적이 있나요?",474,"gpt-4-turbo",NA,NA
"상세불명의 기관지 또는 폐의 악성 신생물, 오른쪽 C3490 진단명 폐의 진단적 영상상 이상소견, 국제질병 r91 분류기호","Review of systems","general wellbeing","Have there been any recent changes in your overall health status?","최근에 전반적인 건강 상태에 변화가 있었습니까?",475,"gpt-4-turbo",NA,NA
"저장철 1607 증가","Review of systems","skin","Have you noticed any changes in skin color, like a bronze or gray tinge?","피부 색깔에 변화가 있었나요, 예를 들어 청동색 또는 회색빛을 띠는가요?",476,"gpt-4-turbo",NA,NA
"저장철 1607 증가","Review of systems","energy levels","Have you been feeling more fatigued or lethargic than usual?","평소보다 더 피곤하거나 기운이 없다고 느끼시나요?",477,"gpt-4-turbo",NA,NA
"저장철 1607 증가","Review of systems","abdominal symptoms","Have you experienced any abdominal pain or discomfort recently?","최근에 복통이나 복부 불편함을 겪은 적이 있습니까?",478,"gpt-4-turbo",NA,NA
"저장철 1607 증가","Review of systems","heart","Have you noticed any irregular heartbeats or palpitations?","불규칙적인 심장 박동이나 심계항진을 느낀 적이 있습니까?",479,"gpt-4-turbo",NA,NA
"저장철 1607 증가","Details of the complaint","associated symptoms","Have you experienced any joint pain?","관절 통증을 경험하신 적이 있습니까?",480,"gpt-4-turbo",NA,NA
"저장철 1607 증가","Review of systems","weight changes","Have you had any unexpected weight changes, either gain or loss?","예상치 못한 체중 변화가 있었나요, 증가하거나 감소한?",481,"gpt-4-turbo",NA,NA
"중심성망각막락막염 (무안) 또는 황반변성(우안)","Details of the complaint","severity","Have you noticed a decrease in the sharpness of your vision?","시력의 날카로움이 감소한 것을 느꼈습니까?",482,"gpt-4-turbo",NA,NA
"중심성망각막락막염 (무안) 또는 황반변성(우안)","Details of the complaint","associated symptoms","Do you see distorted images or wavy lines?","왜곡된 이미지나 물결 모양의 선을 보셨습니까?",483,"gpt-4-turbo",NA,NA
"중심성망각막락막염 (무안) 또는 황반변성(우안)","Details of the complaint","timing","Are these visual changes more noticeable during a particular time of the day?","이러한 시각 변화가 하루 중 특정 시간에 더 눈에 띄십니까?",484,"gpt-4-turbo",NA,NA
"중심성망각막락막염 (무안) 또는 황반변성(우안)","Review of systems","visual disturbances","Have you experienced any blind spots or areas of vision loss?","시야의 눈에 보이지 않는 곳이나 시력 상실 지역이 있습니까?",485,"gpt-4-turbo",NA,NA
"중심성망각막락막염 (무안) 또는 황반변성(우안)","Review of systems","color perception","Have you noticed any changes in how you perceive colors?","색상 인식에 변화가 있었습니까?",486,"gpt-4-turbo",NA,NA
"기타 뇌경색증, 기타 및 상세불명의 원발성 고혈압","Details of the complaint","timing","Have you experienced any sudden weakness or numbness in your arms or legs?","팔이나 다리에 갑자기 힘이 빠지거나 저림 현상을 겪은 적이 있습니까?",487,"gpt-4-turbo",NA,NA
"기타 뇌경색증, 기타 및 상세불명의 원발성 고혈압","Details of the complaint","associated symptoms","Have you had any episodes of slurred speech or difficulty understanding others?","말이 어둔하거나 다른 사람의 말을 이해하는데 어려움을 겪은 적이 있습니까?",488,"gpt-4-turbo",NA,NA
"기타 뇌경색증, 기타 및 상세불명의 원발성 고혈압","Details of the complaint","severity","How severe would you rate any headaches or dizziness you have experienced?","두통이나 어지러움을 경험했을 때, 그 심각성을 어떻게 평가하시겠습니까?",489,"gpt-4-turbo",NA,NA
"기타 뇌경색증, 기타 및 상세불명의 원발성 고혈압","Review of systems","cognitive","Have you noticed any recent memory loss or confusion?","최근에 기억 상실이나 혼란을 겪은 적이 있습니까?",490,"gpt-4-turbo",NA,NA
"기타 뇌경색증, 기타 및 상세불명의 원발성 고혈압","Review of systems","visual","Have you experienced any sudden vision changes, such as blurred vision or loss of vision?","시력이 갑자기 변하거나 시력 상실을 경험한 적이 있습니까?",491,"gpt-4-turbo",NA,NA
"기타 뇌경색증, 기타 및 상세불명의 원발성 고혈압","Review of systems","cardiovascular","Have you noticed any chest pain or shortness of breath?","가슴 통증이나 숨가쁨을 느낀 적이 있습니까?",492,"gpt-4-turbo",NA,NA
"Lt pelvic mass heterogeneous 2.39×2.09cm r/o ovarian mass r/o GI","Details of the complaint","location","Could you specify the exact location where you feel the mass or any discomfort?","덩어리가 느껴지거나 불편함을 느끼는 정확한 부위를 말씀해 주실 수 있으십니까?",493,"gpt-4-turbo",NA,NA
"Lt pelvic mass heterogeneous 2.39×2.09cm r/o ovarian mass r/o GI","Details of the complaint","severity","How would you rate the pain or discomfort on a scale from 1 to 10?","1부터 10까지의 척도로 통증이나 불편함을 평가해 주시겠습니까?",494,"gpt-4-turbo",NA,NA
"Lt pelvic mass heterogeneous 2.39×2.09cm r/o ovarian mass r/o GI","Details of the complaint","timing","When did you first notice symptoms related to the pelvic mass?","골반 덩어리 관련 증상을 처음 언제 눈치채셨습니까?",495,"gpt-4-turbo",NA,NA
"Lt pelvic mass heterogeneous 2.39×2.09cm r/o ovarian mass r/o GI","Details of the complaint","aggravating factors","Are there any activities or conditions that worsen your symptoms?","증상을 악화시키는 활동이나 상태가 있습니까?",496,"gpt-4-turbo",NA,NA
"Lt pelvic mass heterogeneous 2.39×2.09cm r/o ovarian mass r/o GI","Details of the complaint","associated symptoms","Have you experienced any unusual vaginal bleeding or discharge?","평소와 다른 질 출혈이나 분비물이 있었습니까?",497,"gpt-4-turbo",NA,NA
"Lt pelvic mass heterogeneous 2.39×2.09cm r/o ovarian mass r/o GI","Review of systems","gastrointestinal","Have you had any changes in bowel habits or digestive discomfort?","대변 습관의 변화나 소화 불편함이 있었습니까?",498,"gpt-4-turbo",NA,NA
"Lt pelvic mass heterogeneous 2.39×2.09cm r/o ovarian mass r/o GI","Review of systems","urinary","Have you noticed any changes in urinary frequency, urgency, or pain?","배뇨 빈도, 긴급성 또는 통증에 변화가 있었습니까?",499,"gpt-4-turbo",NA,NA
